label,sample
video_name,Injection molding technique with new GC G-ænial Universal Injectable & GC Exaclear
video_name,El Mejor Soundtrack De Minecraft En 2021
video_name,How the Apple ][ Works!
video_name,Laser 128 and XT - Clones better than the originals!
video_name,Index Funds vs Mutual Funds vs ETF (WHICH ONE IS THE BEST?!)
video_name,¿Y LAS SKINS? Extreme Car Driving Simulator
video_name,Beans And Bees Gave Us Butterflies
video_name,Open Voice OS (OVOS) running on Google AIY Voice Kit (V1) with basic skills.
video_name,Bell and Howell (Apple II+) Restoration
video_name,That Time The Ocean Lost (Almost) All Its Oxygen
video_name,OpenVoiceOS - Smart speaker functions
video_name,OpenVoiceOS (Mycroft A.I. Edition) - XMOS VocalFusion Driver 2
video_name,How Can We Pressure Speaker Mike Johnson?  January Q&A
video_name,Adiós Perú | Soundtrack Oficial Completo
video_name,What if Humans Are NOT Earth's First Civilization? | Silurian Hypothesis
video_name,Are The First Stars Really Still Out There?
video_name,Drip Coffee Makers — super simple, super cheap
video_name,OpenVoiceOS (Mycroft A.I. Edition) - Fully local STT using the Whisper model and TensorflowLite.
video_name,OpenVoiceOS (Mycroft A.I. Edition) - Audio Service Teaser
video_name,This goofy fridge has a really clever design. It's also kinda terrible.
video_name,108 Rare and Bizarre Media Types
video_name,When Penguins Went From The Sky To The Sea
video_name,When Apes Conquered Europe
video_name,The Clapper: Yes, that one.
video_name,Early 8-Bit Sound Digitizers
video_name,Did JWST Discover Dark Matter Stars?
video_name,Freakishly Good AI Voice Cloning is Now Open & Free...
video_name,The Mini Amiga 500 has arrived!
video_name,What NEW SCIENCE Would We Discover with a Moon Telescope?
video_name,Did AI Prove Our Proton Model WRONG?
video_name,How (Some) Plants Survived The K-Pg Extinction
video_name,GIC Vs Mutual Funds
video_name,Cementation: Glass ionomer cements
video_name,ChatGPT e Typebot + Envio de Áudio - Criando Diálogos Inteligentes no Whatsapp
video_name,OpenVoiceOS (Mycroft A.I. Edition) - Bigscreen demo3
video_name,Neutron Stars: The Most Extreme Objects in the Universe
video_name,Humidifiers: Simpler is better?
video_name,My Dad and I found the WEIRDEST AI tech at CES
video_name,Brown; color is weird
video_name,STEP 3: GIC || Smart GIC payment tricks save upto 10000 Rs || what is GIC?? ||
video_name,Commodore Amiga 1000 Restoration
video_name,The Evolution64 - Is it worth the money?
video_name,Commodore PET Repair and Restore
video_name,The step-by-step, mechanical logic of old pinball machines
video_name,How Are Quasiparticles Different From Particles?
video_name,How Time Becomes Space Inside a Black Hole | Space Time
video_name,How Ancient Microbes Rode Bug Bits Out to Sea
video_name,Why Only Earth Has Fire
video_name,How to Build Your Own Voice Assistant with MyCroft AI - How Hard Could It Be?
video_name,Power outlets are topsy turvy - but does it matter?
video_name,That Time the Mediterranean Sea Disappeared
video_name,Can The Crisis in Cosmology Be SOLVED With Cosmic Voids?
video_name,Are Many Worlds & Pilot Wave THE SAME Theory?
video_name,What If There's A Black Hole Inside The Sun? | Hawking Stars
video_name,Do Thunderbeasts Prove Giant Animals Are Inevitable?
video_name,Aquaphon | Echophon, QPAS, Mimeophon
video_name,Moonbase Arcade Restoration - Gone Wrong
video_name,The Birth of Photography: Drawing With Light (and silver iodide)
video_name,Roadkill Nintendo NES - Restored
video_name,Coding My Own Virtual Voice Assistant | OpenAI Whisper & StreamLit
video_name,Instantly MAKE MORE $$$ on Mutual Funds & GICs
video_name,Talking Clocks of the 1980s
video_name,Build an AI Voice Assistant SwiftUI App | OpenAI GPT4, Whisper, & TTS API | iOS, macOS, & visionOS
video_name,These Fossils Were Supposed To Be Impossible
video_name,How efficient is this Army generator?  MEP-831A
video_name,What Happened to America's Electronics Stores?
video_name,What If Alien Life Were Silicon-Based?
video_name,Karen Gets The Mamabear Treatment After She Snatches The Crutches Of A Young Boy With A Broken Leg
video_name,Restoration - The Worst VIC-20 I've ever seen - Part 1
video_name,OpenVoiceOS - Operation System Update
video_name,OpenVoiceOS (Mycroft A.I. Edition) - XMOS VocalFusion Driver.
video_name,OpenVoiceOS (Mycroft A.I. Edition) - Instant listening feature
video_name,Pocket Computers from the 1980s
video_name,Voice Clone/Conversion Workshop with RVC
video_name,JORDAN'S LAWYER SPEAKS OUT! 3 Kansas City Cheifs Fans Found D*ad; Family Speaks Out
video_name,This TV gadget censors bad words with 1980's tech
video_name,The Antique Toaster that's Better than Yours
video_name,Nivel 3 De BAD ICE-CREAM Episodio 3
video_name,The Two People We're All Related To
video_name,Are Cosmic Strings Cracks in the Universe?
video_name,Back-up beepers: Obnoxious, but getting better - and spreading!
video_name,Changes coming for 2024
video_name,LED Christmas lights still annoy me. Let's try some more fixes.
video_name,I messed up. You're using too much detergent.
video_name,OpenVoiceOS Voice Assistant Platform Showcase
video_name,Are Black Holes Actually Fuzzballs?
video_name,The 1st ever webcam - Connectix Quickcam
video_name,Why Is 1/137 One of the Greatest Unsolved Problems In Physics?
video_name,Let's look at the MEGA65 Retro Computer
video_name,Mindblowing Video of Plants Talking to Each Other In Real Time
video_name,Did Time Start at the Big Bang?
video_name,Late Night Train On A Friday.. Weird, Right? 2nd Night In A Row! #trains | Jason Asselin
video_name,What exactly is the goop inside a lava lamp?
video_name,✅Como Subirle Los Gráficos A Extreme Car Driving Simulator
video_name,OpenVoiceOS (Mycroft A.I. Edition) - Upcoming audio GUI
video_name,HiveMind Satellite running on a Google AIY Voice Kit (V1) with ChatGPT integration as a fallback.
video_name,The Summer Is Magic - Playahitty - 90's Music
video_name,SMART GIC impulsor de la mejora
video_name,The Child Catcher Was Horrifying
video_name,Why Did Attosecond Physics Win the NOBEL PRIZE?
video_name,Why We Only Have Ten Toes (It's a Long Story)
video_name,1 Golden Matador is Broken, 2 is Ridiculous | Dogdog Hearthstone Battlegrounds
video_name,OpenVoiceOS (Mycroft A.I. Edition) - Bigscreen demo2
video_name,Osborne 1 Computer Restoration Part 1
video_name,Trying NeonOS on MyCroft Mark II in 2023
video_name,The Huge Extinctions We Are Just Now Discovering
video_name,OpenVoiceOS (Mycroft A.I. Edition) - First run wizard
